,agent.age,agent.agent_name,agent.experience,agent.gender,answer.friendly,scenario.condition,scenario.message
435,60,Agent_6,loves texting and knows all the emojis.,man,4,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
436,60,Agent_6,loves texting and knows all the emojis.,man,4,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
437,60,Agent_6,loves texting and knows all the emojis.,man,1,annoyed without emojis,"Kim, don't forget to wash the dishes."
438,60,Agent_6,loves texting and knows all the emojis.,man,5,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
439,60,Agent_6,loves texting and knows all the emojis.,man,1,annoyed without emojis,"Kim, don't forget to wash the dishes."
440,60,Agent_6,loves texting and knows all the emojis.,man,3,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
441,60,Agent_6,loves texting and knows all the emojis.,man,3,annoyed with matching emojis,"Kim, don't forget to wash the dishes. 😤🍽️"
442,60,Agent_6,loves texting and knows all the emojis.,man,3,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
443,60,Agent_6,loves texting and knows all the emojis.,man,3,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
444,60,Agent_6,loves texting and knows all the emojis.,man,4,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
445,60,Agent_6,loves texting and knows all the emojis.,man,4,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
446,60,Agent_5,loves texting and knows all the emojis.,woman,3,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
447,60,Agent_5,loves texting and knows all the emojis.,woman,5,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
448,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hey Kim, could you please buy and bring a pack of coffee? Thanks a lot!"
449,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly with matching emojis,"Hey Kim, could you please buy and bring a pack of coffee? ☕😊 You're the best!"
450,60,Agent_5,loves texting and knows all the emojis.,woman,3,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
451,60,Agent_5,loves texting and knows all the emojis.,woman,3,annoyed without emojis,"Kim, make sure you buy and bring a pack of coffee."
452,60,Agent_5,loves texting and knows all the emojis.,woman,1,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
453,60,Agent_5,loves texting and knows all the emojis.,woman,2,annoyed with matching emojis,"Kim, make sure you buy and bring a pack of coffee. 😒☕"
454,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
455,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hi Kim, can you please take out the trash? Thanks a bunch!"
456,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
457,60,Agent_5,loves texting and knows all the emojis.,woman,2,annoyed without emojis,"Kim, don't forget to take out the trash."
458,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly with matching emojis,"Hi Kim, can you please take out the trash? 🗑️😊 Much appreciated!"
459,60,Agent_5,loves texting and knows all the emojis.,woman,3,annoyed without emojis,"Kim, don't forget to take out the trash."
460,60,Agent_5,loves texting and knows all the emojis.,woman,4,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
461,60,Agent_5,loves texting and knows all the emojis.,woman,3,annoyed with matching emojis,"Kim, don't forget to take out the trash. 😤🗑️"
462,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
463,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hey Kim, could you water the plants today? Thanks!"
464,60,Agent_5,loves texting and knows all the emojis.,woman,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
465,60,Agent_5,loves texting and knows all the emojis.,woman,5,friendly with matching emojis,"Hey Kim, could you water the plants today? 🌿😊 You're awesome!"
466,60,Agent_5,loves texting and knows all the emojis.,woman,2,annoyed without emojis,"Kim, remember to water the plants."
467,60,Agent_5,loves texting and knows all the emojis.,woman,4,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
468,60,Agent_5,loves texting and knows all the emojis.,woman,2,annoyed without emojis,"Kim, remember to water the plants."
469,60,Agent_5,loves texting and knows all the emojis.,woman,3,annoyed with matching emojis,"Kim, remember to water the plants. 😒🌿"
470,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
471,60,Agent_5,loves texting and knows all the emojis.,woman,3,friendly without emojis,"Hi Kim, can you wash the dishes, please? Thanks a ton!"
472,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
473,60,Agent_5,loves texting and knows all the emojis.,woman,4,friendly with matching emojis,"Hi Kim, can you wash the dishes, please? 🍽️😊 Really appreciate it!"
474,60,Agent_5,loves texting and knows all the emojis.,woman,3,friendly without emojis,"Hey Kim, could you vacuum the living room? Thanks a lot!"
475,60,Agent_5,loves texting and knows all the emojis.,woman,5,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
476,60,Agent_5,loves texting and knows all the emojis.,woman,5,friendly with matching emojis,"Hey Kim, could you vacuum the living room? 🧹😊 You're a star!"
477,60,Agent_5,loves texting and knows all the emojis.,woman,3,annoyed without emojis,"Kim, don't forget to vacuum the living room."
478,60,Agent_5,loves texting and knows all the emojis.,woman,2,annoyed without emojis,"Kim, don't forget to vacuum the living room."
479,60,Agent_5,loves texting and knows all the emojis.,woman,2,annoyed with matching emojis,"Kim, don't forget to vacuum the living room. 😤🧹"
